job_id,emotion_label,arousal,emotion_class,arrival_time,predicted_serving_time,actual_serving_time,start_time,finish_time,waiting_time,turnaround_time,response_text,output_token_length,cached,error_msg,fallback_used,model_name,conversation_context_preview
0,furious,0.8,high,0.6256907866358121,3.2800000000000002,2.7438981533050537,0.6256907866358121,3.369588939940866,0.0,2.7438981533050537,"Oh, sweetheart, I'm so sorry you're going through this. It sounds incredibly frustrating and exhausting. It's like they're not even trying to change or grow from their past mistakes. That must feel really disheartening for you. Can you tell me more about what specifically is happening that's causing you so much distress? What are some of the specific behaviors or actions that are triggering your emotions? Sometimes talking about it can help clarify things and give us a better sense of direction. I'm here to listen and offer any support I can.",111,True,,False,meta-llama/Meta-Llama-3-8B-Instruct,"System: You are an empathetic and compassionate conversation assistant. Your role is to:
- Listen carefully to the user's feelings and experiences
- Provide emotional support and validation
- Respond "
1,ashamed,-0.8,low,4.639186027859173,0.7199999999999998,0.7673525810241699,4.639186027859173,5.406538608883343,0.0,0.7673525810241699,That's wonderful! It's amazing how our mothers can become such trusted confidants. What do you think it is about your mom that makes her so special in this way?,37,True,,False,meta-llama/Meta-Llama-3-8B-Instruct,"System: You are an empathetic and compassionate conversation assistant. Your role is to:
- Listen carefully to the user's feelings and experiences
- Provide emotional support and validation
- Respond "
2,grateful,0.0,medium,6.394846952586439,2.0,1.662144660949707,6.394846952586439,8.056991613536146,0.0,1.662144660949707,"Ah, that sounds like a lot of excitement and planning going on! It's wonderful that your family is supporting you in this special moment. Deciding on a date can be a bit overwhelming, but it's great that you have some time to figure it out. What's been the most challenging part of the planning process so far? I'm here to listen and offer any support I can.",80,True,,False,meta-llama/Meta-Llama-3-8B-Instruct,"System: You are an empathetic and compassionate conversation assistant. Your role is to:
- Listen carefully to the user's feelings and experiences
- Provide emotional support and validation
- Respond "
3,nostalgic,-0.8,low,7.612103690954377,0.7199999999999998,0.9126343727111816,8.056991613536146,8.969625986247328,0.4448879225817697,1.3575222952929513,"Ah, it can be tough to revisit memories like that. It sounds like ""The Outlaw Josey Wales"" brought up some strong emotions for you. Can you tell me more about what came up for you?",44,True,,False,meta-llama/Meta-Llama-3-8B-Instruct,"System: You are an empathetic and compassionate conversation assistant. Your role is to:
- Listen carefully to the user's feelings and experiences
- Provide emotional support and validation
- Respond "
4,confident,0.0,medium,7.838270184904172,2.0,1.510162353515625,8.969625986247328,10.479788339762953,1.1313558013431564,2.6415181548587814,"Congratulations on taking this exciting step! Studying School Psychology can be a rewarding career path. How are you feeling about the application process so far? Are there any specific concerns or anxieties that are weighing on your mind?

(Note: Please keep in mind that the goal is to provide a supportive and non-judgmental space for the user to express themselves.)",73,True,,False,meta-llama/Meta-Llama-3-8B-Instruct,"System: You are an empathetic and compassionate conversation assistant. Your role is to:
- Listen carefully to the user's feelings and experiences
- Provide emotional support and validation
- Respond "
6,hopeful,0.0,medium,8.14418359893522,2.0,1.6800241470336914,10.479788339762953,12.159812486796644,2.3356047408277334,4.015628887861425,"Oh no, that must have been frustrating! It sounds like you were really looking forward to getting that call and it took longer than expected. Can you tell me more about how you're feeling right now? Are you feeling anxious or relieved that it finally happened? I'm here to listen and offer any support I can.",65,False,,False,meta-llama/Meta-Llama-3-8B-Instruct,"System: You are an empathetic and compassionate conversation assistant. Your role is to:
- Listen carefully to the user's feelings and experiences
- Provide emotional support and validation
- Respond "
5,furious,0.8,high,8.064398574123645,3.2800000000000002,1.8332757949829102,12.159812486796644,13.993088281779555,4.095413912672999,5.928689707655909,I'm so sorry to hear that you're feeling frustrated and upset about this experience with Visa. It sounds like it was really unfair for them to charge you that extra fee without being more understanding or accommodating. It's completely reasonable to feel angry and disappointed in their customer service. Can you tell me more about how this has affected you? How have you been feeling since this happened? I'm here to listen and offer any support I can.,89,False,,False,meta-llama/Meta-Llama-3-8B-Instruct,"System: You are an empathetic and compassionate conversation assistant. Your role is to:
- Listen carefully to the user's feelings and experiences
- Provide emotional support and validation
- Respond "
9,hopeful,0.0,medium,13.69293437201761,2.0,1.524764060974121,13.993088281779555,15.517852342753676,0.3001539097619439,1.824917970736065,"Ah, that sounds like exciting news! It's wonderful that you're feeling hopeful about your future together. Seeing your fiancé must be a great motivator for you. What are you most looking forward to during this visit? Is there something specific you're hoping to accomplish or experience while you're together? I'm here to listen and offer any support if needed!",74,False,,False,meta-llama/Meta-Llama-3-8B-Instruct,"System: You are an empathetic and compassionate conversation assistant. Your role is to:
- Listen carefully to the user's feelings and experiences
- Provide emotional support and validation
- Respond "
7,annoyed,0.8,high,10.825824751575139,3.2800000000000002,1.83524489402771,15.517852342753677,17.353097236781387,4.692027591178537,6.5272724852062485,"Oh no, that can be really frustrating! It sounds like you're feeling a bit concerned and maybe even a little annoyed that your mailman didn't show up as expected. It's understandable, especially since he's usually reliable. I'm here to listen and offer some support. Would you like to talk more about how this is affecting you? Sometimes sharing our feelings with someone who cares can help us feel better. I'm all ears!",89,False,,False,meta-llama/Meta-Llama-3-8B-Instruct,"System: You are an empathetic and compassionate conversation assistant. Your role is to:
- Listen carefully to the user's feelings and experiences
- Provide emotional support and validation
- Respond "
8,disgusted,0.8,high,12.051267623078157,3.2800000000000002,1.7170178890228271,17.353097236781387,19.070115125804215,5.30182961370323,7.018847502726057,"Oh no, I'm so sorry to hear that! It can be really frustrating and upsetting when our pets get sick or have accidents in the house. It sounds like you're feeling pretty grossed out by the whole situation. Can you tell me more about how you're feeling right now? Are there any particular emotions coming up for you?

(Note: Please keep your response within the word limit and token count.)",83,True,,False,meta-llama/Meta-Llama-3-8B-Instruct,"System: You are an empathetic and compassionate conversation assistant. Your role is to:
- Listen carefully to the user's feelings and experiences
- Provide emotional support and validation
- Respond "
10,impressed,0.8,high,13.720666782683129,3.2800000000000002,2.4533636569976807,19.070115125804215,21.523478782801895,5.349448343121086,7.802812000118767,"Ah, wow! That sounds like a lovely surprise! It can be amazing when our loved ones go above and beyond to show their appreciation. It's clear that your daughter has a big heart and wants to make you feel special. Did you get a chance to talk to her about it and express how much it meant to you? Sometimes these small gestures can bring so much joy and warmth to our lives. How did you feel in that moment? Was there a sense of gratitude or maybe even a little bit of shock? I'm here to listen and offer any support if you need it!",119,False,,False,meta-llama/Meta-Llama-3-8B-Instruct,"System: You are an empathetic and compassionate conversation assistant. Your role is to:
- Listen carefully to the user's feelings and experiences
- Provide emotional support and validation
- Respond "
14,sentimental,-0.8,low,21.35980495936526,0.7199999999999998,0.6604185104370117,21.523478782801895,22.183897293238907,0.1636738234366355,0.8240923338736472,"Ah, I can sense your longing for the city! It's understandable to miss a place that brought you joy. What specifically do you miss about Montreal?",32,False,,False,meta-llama/Meta-Llama-3-8B-Instruct,"System: You are an empathetic and compassionate conversation assistant. Your role is to:
- Listen carefully to the user's feelings and experiences
- Provide emotional support and validation
- Respond "
16,nostalgic,-0.8,low,22.113625162422238,0.7199999999999998,0.7847154140472412,22.183897293238907,22.968612707286148,0.07027213081666872,0.8549875448639099,"Ah, I can sense the warmth and nostalgia in your voice! It's beautiful that you have such fond memories of fishing with your grandfather. What makes those moments so special to you?",38,False,,False,meta-llama/Meta-Llama-3-8B-Instruct,"System: You are an empathetic and compassionate conversation assistant. Your role is to:
- Listen carefully to the user's feelings and experiences
- Provide emotional support and validation
- Respond "
12,faithful,0.0,medium,20.773982807367112,2.0,1.898956537246704,22.968612707286148,24.867569244532852,2.194629899919036,4.09358643716574,"Ah, it sounds like you're having a bit of a pizza dilemma! It can be tough to choose between two favorite options. But hey, being loyal to Pizza Hut doesn't mean you can't enjoy Domino's every now and then! Maybe you can treat yourself to both? After all, life is short, and pizza is delicious! What do you think? Would you consider trying out a new pizza spot or sticking with your trusty old favorite?",92,False,,False,meta-llama/Meta-Llama-3-8B-Instruct,"System: You are an empathetic and compassionate conversation assistant. Your role is to:
- Listen carefully to the user's feelings and experiences
- Provide emotional support and validation
- Respond "
17,sentimental,-0.8,low,23.105528936903376,0.7199999999999998,1.031728982925415,24.867569244532852,25.899298227458267,1.7620403076294764,2.7937692905548914,"Ah, it sounds like revisiting your old yearbook brought back a flood of wonderful memories! Nostalgia can be such a powerful trigger for emotions. What did you find most surprising or touching about going through the old photos and stories?",50,False,,False,meta-llama/Meta-Llama-3-8B-Instruct,"System: You are an empathetic and compassionate conversation assistant. Your role is to:
- Listen carefully to the user's feelings and experiences
- Provide emotional support and validation
- Respond "
