job_id,emotion_label,arousal,emotion_class,arrival_time,predicted_serving_time,actual_serving_time,start_time,finish_time,waiting_time,turnaround_time,response_text,output_token_length,cached,error_msg,fallback_used,model_name,conversation_context_preview
0,terrified,0.8,high,0.6256907866358121,3.2800000000000002,2.033614158630371,0.6256907866358121,2.659304945266183,0.0,2.033614158630371,"Wow, that sounds like an exhilarating experience! I can imagine how scary it must have been to look down from the top of the mountain. It's completely normal to feel fear in those situations. What was going through your mind as you stood there? Were you thinking about anything specific or just trying to process the height?

(Note: Please keep the response within the given word limit and token count.)",81,False,,False,meta-llama/Meta-Llama-3-8B-Instruct,"System: You are an empathetic and compassionate conversation assistant. Your role is to:
- Listen carefully to the user's feelings and experiences
- Provide emotional support and validation
- Respond "
1,disappointed,-0.8,low,4.639186027859173,0.7199999999999998,1.3253438472747803,4.639186027859173,5.9645298751339535,0.0,1.3253438472747803,"Ah, I sense some frustration and disappointment about the Patriots' performance last season! It can be tough to see our favorite teams not meet our expectations. But it's great that you're giving credit where credit is due to the Eagles for their strong showing! What do you think was the key factor in their success?",64,False,,False,meta-llama/Meta-Llama-3-8B-Instruct,"System: You are an empathetic and compassionate conversation assistant. Your role is to:
- Listen carefully to the user's feelings and experiences
- Provide emotional support and validation
- Respond "
2,lonely,-0.8,low,6.394846952586439,0.7199999999999998,0.8762071132659912,6.394846952586439,7.2710540658524305,0.0,0.8762071132659912,"Oh, my heart goes out to you. It sounds like you're feeling incredibly hurt and alone right now. That must be really tough for you. Can you tell me more about how you're doing?",42,False,,False,meta-llama/Meta-Llama-3-8B-Instruct,"System: You are an empathetic and compassionate conversation assistant. Your role is to:
- Listen carefully to the user's feelings and experiences
- Provide emotional support and validation
- Respond "
3,hopeful,0.0,medium,7.612103690954377,2.0,1.3901891708374023,7.6121036909543776,9.00229286179178,0.0,1.3901891708374032,I'm so sorry to hear that the project didn't go as planned. It sounds like you were really invested in it and put a lot of effort into making it successful. Can you tell me more about what happened? Sometimes talking about it can help process your emotions. I'm here to listen and offer any support I can.,67,False,,False,meta-llama/Meta-Llama-3-8B-Instruct,"System: You are an empathetic and compassionate conversation assistant. Your role is to:
- Listen carefully to the user's feelings and experiences
- Provide emotional support and validation
- Respond "
4,hopeful,0.0,medium,7.838270184904172,2.0,1.5950663089752197,9.00229286179178,10.597359170767,1.1640226768876083,2.759088985862828,"Ah, congratulations on feeling proud of yourself for putting in the effort! It sounds like you really dedicated yourself to studying and it paid off. That can be a great feeling! I'm sure your friends will understand that you needed to focus on your studies. What did you do to take care of yourself during those long study sessions? Did you find any ways to relax or recharge?",77,False,,False,meta-llama/Meta-Llama-3-8B-Instruct,"System: You are an empathetic and compassionate conversation assistant. Your role is to:
- Listen carefully to the user's feelings and experiences
- Provide emotional support and validation
- Respond "
5,hopeful,0.0,medium,8.064398574123645,2.0,1.3488783836364746,10.597359170767,11.946237554403474,2.5329605966433544,3.881838980279829,"Oh no, that must have been frustrating! It sounds like you were really looking forward to getting that call and it took longer than expected. Can you tell me more about how you're feeling right now? Are you feeling anxious or relieved that it finally happened? I'm here to listen and offer any support I can.",65,False,,False,meta-llama/Meta-Llama-3-8B-Instruct,"System: You are an empathetic and compassionate conversation assistant. Your role is to:
- Listen carefully to the user's feelings and experiences
- Provide emotional support and validation
- Respond "
6,angry,0.8,high,8.14418359893522,3.2800000000000002,2.112325668334961,11.946237554403474,14.058563222738435,3.8020539554682546,5.914379623803216,"Oh no, I'm so sorry to hear that! It sounds like you were really looking forward to attending the meeting and then had your hopes crushed by the cancellation. That must be incredibly frustrating and disappointing for you. Can you tell me more about how you're feeling right now? Are you feeling angry, disappointed, or just plain upset? I'm here to listen and offer any support I can. Sometimes talking about our emotions can help us process them better. Would you like to talk more about it?",102,False,,False,meta-llama/Meta-Llama-3-8B-Instruct,"System: You are an empathetic and compassionate conversation assistant. Your role is to:
- Listen carefully to the user's feelings and experiences
- Provide emotional support and validation
- Respond "
7,sad,-0.8,low,10.825824751575139,0.7199999999999998,1.4515440464019775,14.058563222738435,15.510107269140413,3.2327384711632963,4.684282517565274,"Oh, I'm so sorry to hear that your beloved pet has left you. It's completely normal to feel devastated by their loss. Losing a furry friend can be especially tough because they're such a big part of our lives. Would you like to talk more about your memories with him? Sometimes sharing stories and emotions can help ease the pain.",70,False,,False,meta-llama/Meta-Llama-3-8B-Instruct,"System: You are an empathetic and compassionate conversation assistant. Your role is to:
- Listen carefully to the user's feelings and experiences
- Provide emotional support and validation
- Respond "
8,anticipating,0.8,high,12.051267623078157,3.2800000000000002,1.803725242614746,15.510107269140413,17.31383251175516,3.4588396460622555,5.262564888677002,"Oh, I can sense your frustration and anxiety about this situation! It sounds like you're really tired of dealing with these breakdowns and are worried that one day it'll leave you stranded. That must be so stressful and unsettling for you. Can you tell me more about how you've been feeling lately? What's been going through your mind as you wait for something to happen? I'm here to listen and offer some support.",87,False,,False,meta-llama/Meta-Llama-3-8B-Instruct,"System: You are an empathetic and compassionate conversation assistant. Your role is to:
- Listen carefully to the user's feelings and experiences
- Provide emotional support and validation
- Respond "
9,sad,-0.8,low,13.69293437201761,0.7199999999999998,0.768212080001831,17.31383251175516,18.08204459175699,3.620898139737548,4.389110219739379,"Oh, I'm so sorry to hear about your loss. It's completely normal to feel devastated - grief can be overwhelming. Can you tell me more about how you're feeling?",37,False,,False,meta-llama/Meta-Llama-3-8B-Instruct,"System: You are an empathetic and compassionate conversation assistant. Your role is to:
- Listen carefully to the user's feelings and experiences
- Provide emotional support and validation
- Respond "
10,caring,0.0,medium,13.720666782683129,2.0,1.5325541496276855,18.08204459175699,19.614598741384675,4.361377809073861,5.893931958701547,"That sounds like such a wonderful experience! It's great that you got to spend time with your sister's pet and show some love. Bearded dragons can be quite fascinating creatures, aren't they? What was it about caring for this little guy that brought you joy? Was there something in particular that stood out to you during your interaction? I'm all ears!",74,False,,False,meta-llama/Meta-Llama-3-8B-Instruct,"System: You are an empathetic and compassionate conversation assistant. Your role is to:
- Listen carefully to the user's feelings and experiences
- Provide emotional support and validation
- Respond "
11,devastated,-0.8,low,18.39207674956088,0.7199999999999998,0.601219654083252,19.614598741384675,20.215818395467927,1.2225219918237968,1.8237416459070488,"Oh no, that must have been incredibly traumatic for him! Losing everything can be devastating. How did you help him cope with this loss?",29,False,,False,meta-llama/Meta-Llama-3-8B-Instruct,"System: You are an empathetic and compassionate conversation assistant. Your role is to:
- Listen carefully to the user's feelings and experiences
- Provide emotional support and validation
- Respond "
12,afraid,0.8,high,20.773982807367112,3.2800000000000002,1.4281127452850342,20.773982807367112,22.202095552652146,0.0,1.4281127452850342,"Oh no, that must be really worrying for you! It sounds like you're feeling anxious about your health right now. Can you tell me more about how you're feeling? What's going through your mind?

(Note: Please keep in mind that this is a simulated conversation, and it's not meant to replace professional medical advice or treatment.)",69,False,,False,meta-llama/Meta-Llama-3-8B-Instruct,"System: You are an empathetic and compassionate conversation assistant. Your role is to:
- Listen carefully to the user's feelings and experiences
- Provide emotional support and validation
- Respond "
